均衡二维点尺寸的长宽比,Equalize aspect ratio of 2D point dimensions
PrintToString（Vrml_Translation 自身）-> std::string,PrintToString(Vrml_Translation self) -> std::string
PrintToString（Vrml_WWWAnchor 自身）-> std::string,PrintToString(Vrml_WWWAnchor self) -> std::string
PrintToString（Vrml_WWWInline self）-> std::string,PrintToString(Vrml_WWWInline self) -> std::string
AddToString（VrmlConverter_Projector 自身）-> std::string,AddToString(VrmlConverter_Projector self) -> std::string
DumpToString（VrmlData_Scene 自身）-> std::string,DumpToString(VrmlData_Scene self) -> std::string
DumpToString（XCAFDoc_Area self）-> std::string,DumpToString(XCAFDoc_Area self) -> std::string
DumpToString（XCAFDoc_AssemblyItemRef self）-> std::string,DumpToString(XCAFDoc_AssemblyItemRef self) -> std::string
DumpToString（XCAFDoc_Centroid 自身）-> std::string,DumpToString(XCAFDoc_Centroid self) -> std::string
DumpToString（XCAFDoc_GraphNode 自身）-> std::string,DumpToString(XCAFDoc_GraphNode self) -> std::string
DumpToString（XCAFDoc_Note self）-> std::string,DumpToString(XCAFDoc_Note self) -> std::string
DumpToString（XCAFDoc_NotesTool 自身）-> std::string,DumpToString(XCAFDoc_NotesTool self) -> std::string
DumpToString（XCAFDoc_ShapeTool self）-> std::string,DumpToString(XCAFDoc_ShapeTool self) -> std::string
DumpToString（XCAFDoc_Volume 自身）-> std::string,DumpToString(XCAFDoc_Volume self) -> std::string
DumpToString（XCAFDoc_NoteBinData 自身）-> std::string,DumpToString(XCAFDoc_NoteBinData self) -> std::string
DumpToString（XCAFDoc_NoteComment self）-> std::string,DumpToString(XCAFDoc_NoteComment self) -> std::string
__eq_wrapper__(XCAFPrs_Style 自身，XCAFPrs_Style 其他) -> bool,"__eq_wrapper__(XCAFPrs_Style self, XCAFPrs_Style other) -> bool"
如果找到 PyQt5，则返回 True，否则返回 False,"Return True is PyQt5 found, else False"
如果找到 PySide2，则返回 True，否则返回 False,"Return True is PySide2 found, else False"
如果找到 wxPython，则返回 True，否则返回 False,"Return True is wxPython found, else False"
数量_NOC_%s,Quantity_NOC_%s
添加每次选择形状时调用的回调,Adds a callback that will be called each time a shape s selected
从回调列表中删除回调,Remove a callback from the callback list
启用光线追踪模式,enables the raytracing mode
在右下角显示一个黑色的铁锤,Show a black triedron in lower right corner
显示背景图像（jpg、png 等）,"displays a background image (jpg, png etc.)"
将矢量显示为箭头,displays a vector as an arrow
显示一个或一组可显示的对象,display one or a set of displayable objects
捕获-%i-%s.jpeg,capture-%i-%s.jpeg
OCC 查看器的基本 Qt Widget,The base Qt Widget for an OCC viewer
将窗口置于屏幕的中心。,Centers the window on the screen.
" 一个 Flask 网络服务器。"," A flask webserver. "
PythonOCC 演示页面,PythonOCC Demo Page
每当单击形状或边缘时调用,called whenever a shape  or edge is clicked
添加每次选择形状时调用的回调,Adds a callback that will be called each time a shape is selected
返回选定的形状,Returns the selected shape
shp 是 gp_Pnt 的列表,shp is a list of gp_Pnt
shp 可以是 TopoDS_Wire 或 TopodS_Edge。,shp is either a TopoDS_Wire or a TopodS_Edge.
" 一个非常简单的网络服务器。"," A very simple webserver. "
将一组点导出到 LineSegment 缓冲区几何体,Export a set of points to a LineSegment buffergeometry
作者,Author
关键词,Keywords
生成要由 Web 浏览器呈现的 HTML 文件,Generate the HTML file to be rendered by the web browser
将场景渲染到浏览器中。,render the scene into the browser.
发电机,generator
創作者,creator
标识符,identifier
描述,description
x3d_shapes 是一个包含每个形状的 uid 的列表,x3d_shapes is a list that contains uid for each shape
用于将 TopoDS_Shape 导出到 x3d 文件的类,A class for exporting a TopoDS_Shape to an x3d file
将形状添加到渲染缓冲区。此类计算 x3d 文件,Adds a shape to the rendering buffer. This class computes the x3d file
调用render()方法显示X3D场景。,Call the render() method to display the X3D scene.
打开 stl 文件，读取内容，并返回 BRep topods_shape 对象,"opens a stl file, reads the content, and returns a BRep topods_shape object"
返回边缘的 svgwrite.Path 和二维边界框,"Returns a svgwrite.Path for the edge, and the 2d bounding box"
如果 TopoDS_Face 是平面，则返回 True,returns True if the TopoDS_Face is a planar surface
返回形状体积,Returns shape volume
返回一组点,Returns a set of points
只需获取类型字符串，删除 TopAbs_ 并将所有结尾字母改为小写,"just get the type string, remove TopAbs_ and lowercas all ending letters"
将隐藏边和可见边作为两个边列表返回,Return hidden and visible edges as two lists of edges
为给定的类创建代理,creates a proxy for the given class
